NUMBER	ENGLISH	Imagery mean	Imagery SD	AOA mean	AOA_SD	Familiarity mean	Familiarity SD	Concreteness mean	Concreteness SD	Meaning uncertainty	Thorndike-Lorge frequency
1317	population	3.97	1.81	4.69	0.91	5.43	1.27	4.14	1.78	0	50
1318	porch	5.92	1.32	3.19	0.84	4.55	1.35	6.29	1.03	0	50
1319	port	5.73	1.41	3.72	0.73	4.67	1.48	5.91	1.11	1.14	50
1320	portion	4.05	1.47	4.11	0.87	5.07	1.16	3.89	1.53	0	50
1321	position	3.59	1.85	3.75	0.89	5.75	1.11	3.51	1.44	1.48	100
1322	possession	4.16	1.73	4.69	0.75	5.12	1.41	3.83	1.84	0	50
1323	post	5.11	1.67	3.06	0.81	6.22	0.92	5.6	1.48	0.94	100
1324	pot	5.97	1.35	2.17	0.93	5.77	1.21	6.54	0.65	1.53	47
1325	potato	6.22	1.26	2.33	1	6.52	0.65	6.69	0.52	0	50
1326	pouch	5.19	1.73	3.67	1.08	3.73	1.6	5.97	1.28	0	8
1327	pound	5.7	1.67	3.08	0.89	6.65	0.71	5.69	1.58	0.88	100
1328	practical	4.05	1.84	4.89	1.15	6.06	1.06	3.29	1.72	1.96	50
1329	prairie	5.32	1.34	4.33	0.75	3.83	1.27	5.97	1.11	0	25
1330	prayer	4.78	1.88	2.69	0.78	4.94	1.41	3.83	1.95	0	50
1331	precaution	3.73	1.75	5.25	0.95	4.77	1.32	2.94	1.53	0	13
1332	precipitate	4.32	2.05	6.33	1.13	4.29	1.57	3.51	2.1	0	7
1333	precursor	2.11	1.37	6.71	0.56	2.7	1.47	3.74	1.76	0	1
1334	preeminance	1.84	1.4	6.61	0.83	2.5	1.03	2.09	1.08	0	2
1335	preference	2.87	1.65	5.36	0.95	5.19	1.27	2.03	1.18	0	14
1336	prelude	3.46	1.69	5.72	1.02	3.83	1.19	3.66	1.79	1.05	3
1337	preparation	3.19	1.61	4.94	0.83	5.32	1.05	3.37	1.73	0	40
1338	presence	3.27	1.54	4.56	1.14	4.99	1.37	3.06	1.31	0	50
1339	president	5.19	1.41	4.58	0.89	5.09	1.25	5.29	1.56	0	100
1340	pressure	4.7	1.8	4.44	0.98	5.45	1.16	3.89	1.51	0.62	48
1341	pretence	3.13	1.82	5	1.05	4.53	1.26	2.12	1.05	0	10
1342	prey	4.89	1.5	4.39	0.72	4.2	1.17	4.69	1.69	0	28
1343	priest	5.49	1.48	4.11	1.12	4.46	1.52	5.86	1.38	0	42
1344	primary	3.73	1.77	2.97	0.8	4.97	1.24	3.23	1.85	1.43	25
1345	principal	4.08	1.53	5.25	0.98	4.91	1.09	3.86	2.11	0.94	50
1346	principle	3.11	1.64	5.33	1.08	4.96	1.24	2.32	1.49	1.61	50
1347	prisoner	5.43	1.44	3.61	1.06	4.8	1.55	5.63	1.55	0	50
1348	priveiege	3.24	1.6	4.94	0.81	5	1.2	3.03	1.58	0	33
1349	problem	3.92	1.81	3.67	0.85	6.25	0.88	3.53	1.63	1.44	100
1350	procession	5.22	1.63	4.14	1.11	4.72	1.16	4.94	1.31	0	27
1351	produce	3.73	1.54	4.31	0.81	5.56	1.13	4.4	1.62	0.98	100
1352	production	3.53	1.55	4.86	0.93	5.45	1.17	3.14	1.59	0.94	50
1353	professional	3.89	1.72	4.94	0.97	5.2	1.04	3.83	1.76	0	31
1354	professor	5.49	1.33	5.19	0.94	5.65	1.33	5.4	1.59	0	50
1355	profiteer	3.03	1.53	6.36	0.67	3.33	0.87	4.26	1.73	0	5
1356	programme	4.64	1.62	3.32	1.13	5.8	1.11	4.2	1.69	1.31	46
1357	projectile	4.92	1.62	5.97	1.14	3.47	1.16	5.57	1.34	0	2
1358	promenade	5.32	1.43	4.67	1.45	3.82	1.3	5.63	1.22	0.72	6
1359	prong	5.05	1.56	4.39	1.01	4.09	1.29	5.54	1.42	0	1
1360	proof	3	1.41	4.56	1.04	5.28	0.96	2.94	1.55	0.17	48
1361	property	4.43	1.69	4.47	0.87	5.14	1.27	4.34	1.77	0	50
1362	proportion	3.35	1.71	5.11	0.81	5.29	1.27	3	1.53	0	50
1363	proprietor	4.51	1.7	5.61	0.92	3.93	1.36	4.94	1.88	0	12
1364	prosperity	4.22	1.88	5.67	1.03	4.3	1.13	2.77	1.27	0	29
1365	protection	4.16	1.88	4.61	1.16	5.19	1.34	3.03	1.63	0	44
1366	protest	4.78	1.61	4.75	0.92	5.3	1.14	3.38	1.7	0	50
1367	provender	1.68	1.54	6.83	0.37	1.48	0.68	3.24	1.82	0	1
1368	provision	3.49	1.5	5.08	0.76	4.53	1.23	4.43	1.66	1.24	39
1369	prow	3.13	1.91	5.83	1.09	2.52	1.13	5.03	1.89	0	4
1370	prune	5.84	1.35	3.47	0.83	4.44	1.36	6.46	0.87	0.77	16
1371	psychologist	4.76	1.91	6.06	1.03	5.56	1.4	5.26	1.6	0	4
1372	public	4.54	1.82	4	1.08	6.02	0.9	3.57	1.66	0	100
1373	puck	3.76	1.91	5.72	0.87	2.81	1.09	4.89	2.12	0	1
1374	pugilist	2.7	2.09	6.56	0.72	1.89	0.9	4.29	2.01	0	1
1375	pump	5.31	1.49	3.44	0.9	4.86	1.48	6.09	0.98	0.17	29
1376	punch	5.57	1.42	3.06	0.71	4.81	1.42	5.69	1.26	1.28	17
1377	punishment	4.24	1.81	3.42	0.76	5.15	1.2	3.6	1.73	0	34
1378	puppy	6.41	0.97	2.03	0.73	5.22	1.38	6.6	0.6	0	13
1379	purpose	2.86	1.61	4.28	0.8	5.72	1.1	2.71	1.77	0	100
1380	purser	3.68	1.73	5.92	0.98	2.96	1.12	4.97	1.72	0	2
1381	puzzle	5.16	1.5	3.2	0.89	4.86	1.33	4.63	1.79	0	38
1382	pyramid	6.19	1.16	3.97	0.9	4.13	1.36	6.51	0.77	0	9
1383	quail	4.43	2.28	5.36	1.16	3.06	1.31	6.23	1.27	0.35	7
1384	quantity	3.25	1.74	4.19	1.02	5.62	0.96	3.26	1.63	0	50
1385	quarter	4.81	1.64	3.34	0.92	5.57	1.18	4.34	1.66	0.71	100
1386	queen	6.24	1	2.47	0.76	5.32	1.24	5.74	1.64	0	100
1387	question	4.22	1.86	3.14	0.68	6.05	0.92	3.83	1.66	0	100
1388	quickness	3.78	1.74	3.92	1.01	4.78	1.31	2.8	1.49	0	3
1389	quietude	2.92	2.03	6.42	0.86	2.2	1.08	2.57	1.59	0	1
1390	quiver	5.11	1.61	4.6	0.87	3.68	1.24	5.03	1.63	0.99	27
1391	rabbit	6.41	0.91	2.06	0.66	5.14	1.47	6.83	0.51	0	43
1392	racket	5.46	1.55	3.86	0.95	4.85	1.4	5.91	1.44	1.25	10
1393	radio	6.19	1.11	3.17	0.93	6.44	0.88	6.51	0.73	0	41
1394	raid	4.7	1.71	3.91	0.73	4.83	1.21	3.91	1.73	0	11
1395	rain	6.46	0.89	2.11	0.66	6.39	1.01	6.46	0.81	0	100
1396	rake	5.38	1.51	3.36	0.95	4.39	1.37	6.51	0.77	0.45	13
1397	ranch	5.25	1.5	4.03	0.87	3.79	1.18	5.89	1.17	0	20
1398	range	4.19	1.77	4.36	0.86	5.15	1.17	4.26	1.83	2.21	50
1399	rapids	5.7	1.31	4.94	1.08	3.99	1.15	5.51	1.36	0	48
1400	rarity	2.76	1.71	5.5	0.96	3.73	1.25	2.54	1.56	0	3
1401	rate	2.76	1.44	4.56	1.07	5.36	1.41	2.89	1.39	1.24	100
1402	rattle	5.16	1.64	2.61	1.09	4.62	1.45	5.54	1.63	1.72	28
1403	ray	5.62	1.65	3.22	1.03	4.8	1.59	4.86	1.51	0.91	50
1404	reaction	3.89	1.74	5.06	1	5.51	1.14	2.91	1.65	0.83	21
1405	reality	3.19	1.63	4.69	1	5.43	1.27	2.4	1.53	0	28
1406	realm	3.3	1.83	5.61	1.14	3.76	1.21	2.97	1.7	1.57	28
1407	reason	2.97	1.48	3.83	0.87	6.13	1.01	3.06	1.51	1.93	100
1408	rebel	5.03	1.64	4.61	1.01	4.48	1.26	4.51	1.65	0.17	25
1409	receipt	4.38	1.81	5.17	1.28	4.98	1.16	4.91	1.9	0.29	20
1410	receptacle	4.32	1.88	5.61	0.83	3.83	1.24	5.71	1.21	0	5
1411	reciprocal	2.84	1.88	6.56	0.83	3.99	1.1	3.03	1.7	0	3
1412	reckoning	2.89	1.29	5.25	0.98	4.28	1.21	2.23	1.27	0	4
1413	recollection	3.14	1.66	5.33	0.97	4.25	1.44	2.89	1.49	0	11
1414	record	5.97	1.26	3.22	0.85	6.19	1.01	5.86	1.5	0.88	100
1415	recreant	1.73	1.11	6.56	0.93	1.79	0.83	3.32	1.92	0	2
1416	rector	5	1.66	5.61	1.18	4.48	1.52	5.4	1.61	0	6
1417	redeemer	3.59	2.07	5.31	1.35	3.7	1.38	3.69	1.92	0	1
1418	reduction	3.38	1.67	5.08	0.95	5.09	1.04	3.09	1.63	0	20
1419	reed	5.32	1.58	3.69	0.99	4.16	1.47	6.26	1.08	0.8	22
1420	reenforcement	3.49	1.94	5.33	0.88	4.8	1.19	3.57	1.9	0	5
1421	refinement	3.81	1.87	5.5	1.01	4.36	1.56	2.63	1.2	0	7
1422	reformation	2.86	1.85	6.03	0.8	3.49	1.29	2.35	1.23	1.05	3
1423	refuse	4.38	1.88	3.94	1.03	5.37	1.22	5.23	1.42	1	100
1424	regency	3.22	1.83	5.86	1.07	3.73	1.29	3.6	1.69	0	1
1425	register	4.89	1.5	4.08	1.09	4.71	1.23	5.2	1.86	2.27	41
1426	regret	3.65	1.91	4.28	0.87	5.29	1.17	2.49	1.44	0	33
1427	reign	3.78	1.82	4.5	1.19	4.23	1.1	2.97	1.56	0	44
1428	rein	4.84	2.05	3.56	0.96	4.4	1.28	5.62	1.57	0.57	25
1429	relation	4.57	1.55	3.75	1.04	5.85	1.11	3.88	1.83	0.47	50
1430	relaxation	5	1.68	4.83	1.12	5.01	1.32	2.77	1.44	0	4
1431	relief	4.38	1.88	4.43	1.05	5.51	1.13	2.97	1.83	0.47	50
1432	remark	3.27	1.78	4.19	0.91	5.58	1.29	3.71	1.56	0	50
1433	remedy	3.76	1.6	4.92	0.79	4.8	1.3	3.71	1.86	0.54	36
1434	remittance	3.43	1.75	5.94	1.13	3.88	1.24	3.37	1.57	0	2
1435	removal	3.97	1.88	4.06	0.86	4.98	1.22	3.46	1.44	0	11
1436	rendezvous	4.46	1.69	5.81	0.94	3.82	1.3	3.83	1.75	0	3
1437	rent	5.14	1.73	4.25	1.14	5.48	1.37	4.71	1.94	0.38	23
1438	repair	4.46	1.7	3.75	0.83	5.43	1.28	4	1.76	0	47
1439	repeat	3.57	1.81	3.67	0.85	6.02	1.08	3.29	1.65	0	50
1440	report	4.4	1.68	3.86	0.95	5.86	1	4.26	1.76	1.44	100
1441	representative	3.86	1.93	5.31	0.91	5.11	1.28	4.46	1.64	0	50
1442	reprisal	3	1.68	6.39	0.83	3.95	1.01	2.74	1.32	0	1
1443	republic	3.62	1.76	5.56	0.98	4.58	1.4	3.8	1.62	0	40
1444	reputation	3.49	1.84	5.58	0.95	4.92	1.29	2.17	1.08	0	30
1445	rescue	4.62	1.55	3.67	0.85	5.32	1.18	3.77	1.57	0	30
1446	resentment	3.58	1.83	5.39	0.98	4.4	1.18	2.4	1.25	0	12
1447	resistance	4.22	1.66	5.03	0.96	5.4	0.84	3.6	1.62	1.17	26
1448	resolution	3.22	1.53	5.5	0.87	4.33	1.29	2.54	1.54	1.24	27
1449	respect	3.49	1.88	4.33	0.88	5.71	1.11	2.71	1.58	0	50
1450	responsibility	3	1.68	5.14	1.11	5.32	1.21	2.06	1.11	0	38
1451	rest	4.41	1.85	2.22	0.79	6.19	1.19	3.51	1.81	1.26	100
1452	result	3.3	1.92	4.06	1	6.23	0.99	3.14	1.51	0	100
1453	resumption	2.7	1.63	6.03	0.73	3.72	1.05	2.51	1.32	0	2
1454	retention	3.22	1.6	5.92	0.83	3.99	1.24	2.71	1.43	0	1
1455	retreat	4.27	1.77	4.31	1.01	4.49	1.18	3.83	1.83	0.17	37
1456	revenge	4.35	1.77	4.67	0.85	4.89	1.34	3	1.39	0	29
1457	revenue	3.36	1.72	5.69	1.1	4.01	1.3	3.77	1.73	0	19
1458	review	3.51	1.65	5.47	0.96	4.96	1.13	3.94	1.67	1.22	45
1459	revolution	5.19	1.64	5.17	0.96	4.77	1.41	3.82	1.74	1.06	50
1460	reward	4.59	1.55	3.72	0.77	5.25	1.3	4.03	1.72	0	43
1461	rhapsody	4.16	1.6	6.39	0.86	2.97	1.11	4.57	1.34	0	1
1462	rhyme	4.81	1.57	2.53	0.87	4.8	1.3	4.46	1.52	0	14
1463	ribbon	5.69	1.43	2.86	0.71	4.8	1.39	6.34	0.92	0	36
1464	rick	2.81	2.05	5.69	1.49	2.23	1.08	4.91	1.98	1.48	2
1465	ridge	5.49	1.37	4.33	0.94	4.3	1.43	5.74	1.36	0	31
1466	rifle	6	1.12	3.22	0.85	4.3	1.53	6.37	1.17	0.17	31
1467	rigidity	4.38	1.81	5.75	1.01	3.94	1.12	3.34	1.47	0	1
1468	ring	6.28	1.19	2.08	0.76	6.05	1.07	6.26	1.18	1.39	100
1469	riot	5.54	1.52	4.56	1.04	4.9	1.28	4.23	1.46	0	14
1470	risk	4.11	1.85	3.97	0.9	5.17	1.23	2.83	1.25	0	40
1471	road	6.38	1.15	2.06	0.66	6.44	0.87	6.29	1.16	0	100
1472	roar	5.32	1.51	2.78	0.71	4.71	1.57	4.49	1.56	0	50
1473	robin	6.33	0.91	2.33	0.71	4.63	1.7	6.77	0.48	0	48
1474	rod	5.24	1.67	2.78	0.85	5.01	1.52	6.14	1.17	1.56	44
1475	rogue	4.84	1.6	4.44	1.07	3.78	1.4	4.34	1.8	0	11
1476	romance	5.57	1.35	4.66	0.79	5.17	1.35	3.09	1.52	0.47	25
1477	room	5.59	1.48	2.44	0.93	6.7	0.69	6.14	1.1	0.67	100
1478	rope	5.92	1.65	2.81	0.66	5.09	1.37	6.51	0.81	0	50
1479	rosebud	5.92	1.26	3.69	1.05	3.69	1.02	6.26	1.02	0.45	5
1480	rotation	4.54	1.46	4.94	0.81	4.7	1.21	3.69	1.74	0	7
1481	roughness	4.46	1.75	3.58	1.01	4.72	1.46	3.77	1.48	0	2
1482	route	4.43	1.65	4.47	0.87	5.1	1.26	4.46	1.56	0	50
1483	rubber	6.05	1.29	2.89	0.75	5.47	1.24	6.29	1.03	1.49	35
1484	ruby	5.76	1.38	3.97	0.8	4.02	1.51	6.43	0.93	0.34	10
1485	rug	6.24	1.32	2.33	0.78	5.33	1.46	6.4	0.9	0	40
1486	ruler	5.49	1.73	3.11	0.61	5.71	1.21	5.83	1.61	0.72	32
1487	rumour	3.68	1.66	4.61	0.86	5.23	1.25	3.06	1.51	0	18
1488	rung	4.86	1.69	4.14	1.06	4.23	1.42	5.57	1.32	0.17	6
1489	rust	5.53	1.42	3.8	1.12	4.84	1.46	5.8	1.26	0	18
1490	rye	4.65	1.73	5	0.94	3.88	1.5	6.34	0.89	0.17	10
1491	saddle	5.84	1.42	3.44	0.9	4.36	1.52	6.37	0.86	0	41
1492	safety	3.89	1.91	3.39	0.89	5.65	1.28	3.29	1.67	0	50
1493	saga	3.51	1.76	5.06	1	3.88	1.24	3.69	1.75	0	1
1494	salad	6.35	0.97	3.42	0.83	5.31	1.28	6.4	0.68	0	28
1495	salary	4.35	1.8	5.58	0.95	4.85	1.29	4.46	1.56	0	50
1496	salt	6.14	1.38	2.33	0.67	6.47	0.96	6.49	0.97	0	100
1497	saltpetre	2.89	2.15	6.56	0.8	2.1	0.9	5.49	1.81	0	2
1498	salvation	4.14	2	5.58	0.89	3.96	1.41	2.59	1.85	0	10
1499	sampler	3.84	1.79	5.39	0.92	3.97	1.17	4.37	1.91	1.45	1
1500	sand	6	1.39	2.17	0.65	4.81	1.51	6.37	0.86	0	50
1501	sanitarium	5.16	1.7	6.06	0.74	2.98	1.27	5.94	1.31	0	3
1502	sanitation	4.53	1.61	5.86	1	3.54	1.31	3.97	1.61	0	5
1503	sap	4.57	1.73	4.64	1.03	3.77	1.48	5.66	1.43	0.71	18
1504	sardine	5.97	1.33	3.53	0.87	4.57	1.38	6.4	1.42	0	2
1505	satchel	5.86	1.42	2.97	0.83	3.64	1.5	6.26	1.1	0	3
1506	satisfaction	4.84	1.64	4.66	0.89	5.44	1.23	3	1.85	0	38
1507	sauce	5.84	1.39	2.58	0.68	5.94	0.96	6.03	1.18	0	27
1508	savage	5.41	1.44	3.92	0.83	4.44	1.21	4.34	1.76	0.95	40
1509	saw	5.86	1.49	2.69	1.05	5.46	1.37	6.29	1.11	0.34	100
1510	saxophone	6.03	1.15	5.19	0.84	3.88	1.44	6.63	0.64	0	1
1511	scale	4.65	1.85	3.97	0.9	5.37	1.22	4.8	1.75	2.34	50
1512	scare	4.57	1.62	2.97	0.76	5.09	1.3	3.43	1.61	0	37
1513	scene	4.08	1.7	4.25	0.92	5.12	1.41	4.14	1.69	1.35	100
1514	scheme	3.22	1.68	4.75	1.01	4.9	1.32	3.43	1.46	0.29	46
1515	school	6.25	1.01	2.28	0.56	5.9	1.04	6.26	0.8	0	100
1516	schoolhouse	5.5	1.26	3.69	1.13	3.88	1.43	6.18	0.98	0	21
1517	science	4.47	1.82	4.58	0.92	5.82	1.17	3.46	1.7	0	50
1518	scorn	3.7	1.8	4.71	1	4.17	1.29	2.83	1.44	0	31
1519	scout	5.84	1.37	3.72	0.84	4.52	1.51	5.91	1.27	0.86	37
1520	scratch	5.49	1.39	2.69	0.66	5.53	1.05	5.46	1.48	0.55	30
1521	scream	5.95	1.29	2.75	0.72	5.22	1.28	4.97	1.46	0	47
1522	scroll	5.78	1.53	4.58	1.06	3.5	1.19	6.26	0.91	0	5
1523	scull	4.38	2.38	5.33	1.27	2.96	1.51	4.77	1.97	1.06	1
1524	seal	6.27	1.03	3.28	0.61	4.41	1.35	6.63	0.59	1.05	45
1525	search	4.32	1.93	3.44	0.86	5.41	1.19	3.74	1.78	0	50
1526	season	5.08	1.53	3.28	0.99	5.47	1.15	4.69	1.56	0.47	100
1527	second	3.84	1.9	2.89	0.81	6.32	0.84	3.2	1.83	1.04	100
1528	secretary	5.73	1.46	4.56	0.96	5.24	1.43	6.03	1.4	0	50
1529	security	3.97	1.87	5.08	0.98	4.96	1.26	2.83	1.5	0	34
1530	sedative	4.65	1.74	5.61	0.92	4.23	1.34	4.74	1.71	0	1
1531	seduction	5.27	1.64	6.28	0.87	4.23	1.48	3.54	1.73	0	1
1532	seer	3.06	1.88	6.11	0.87	2.46	1.14	4.26	1.92	0	4
1533	segment	4.86	1.58	4.28	0.96	4.51	1.25	5.03	1.48	0	5
1534	selection	3.17	1.69	4.39	1.03	5.23	1.2	3.26	1.42	0.54	17
1535	self	4.72	1.89	3.28	1.19	6.04	1.21	4.74	1.87	0	50
1536	selfishness	3.73	1.9	4.36	1.06	5.07	1.25	2.4	1.22	0	6
1537	seller	4.43	1.94	3.81	0.84	4.61	1.21	4.97	1.78	0	12
1538	semicircle	5.32	1.79	4.53	0.87	4.43	1.43	4.57	1.83	0	2
1539	sender	3.76	1.72	4.06	0.85	4.64	1.33	5	1.55	0	1
1540	sense	3.78	1.8	3.36	0.89	6.19	1.12	3.23	1.67	1.55	100
1541	sentiment	3.49	1.84	5.14	0.85	4.58	1.25	2.51	1.59	0	29
1542	separation	4.41	1.84	4.58	0.98	5.04	1.35	2.97	1.3	0	14
1543	sequel	3.59	1.88	5.56	0.86	4.01	1.31	3.43	1.71	0	2
1544	series	3.46	1.81	4.61	0.98	5.25	1.29	3.57	1.54	0.91	50
1545	servant	5.14	1.68	4.06	0.88	4.37	1.3	5.37	1.53	0	50
1546	service	4.14	1.79	3.97	1.01	5.6	1.07	3.66	1.41	1.54	100
1547	settlement	4.54	1.76	4.78	0.79	4.6	1.1	4.09	1.7	1.16	50
1548	severance	3.22	1.79	6.03	1.01	3.54	1.32	3.06	1.62	0	1
1549	sex	5.95	1.33	4.5	1.09	6.23	0.86	5.06	1.37	0.98	26
1550	shadow	5.89	1.06	3.11	0.74	5.48	1.27	4.69	1.85	0	50
1551	shaker	4.14	1.63	4.33	1.05	3.7	1.16	4.89	1.7	0.96	2
1552	shame	4.36	1.92	3.67	0.91	5.3	1.33	2.62	1.16	0.77	50
1553	shape	4.56	1.62	3.03	0.87	5.94	0.99	4.69	1.56	0.17	100
1554	sharpness	4.54	1.79	3.58	0.8	4.73	1.45	3.71	1.83	0.8	2
1555	shawl	6.05	1.49	3.31	1.1	4.32	1.58	6.51	0.87	0	9
1556	shed	6.08	1.38	2.31	0.75	5.24	1.17	6.46	0.97	0.54	45
1557	sheet	6	1.45	2.51	0.65	6.16	1.06	6.43	1.08	0.99	50
1558	shepherd	6.06	1.18	2.75	0.79	4.35	1.43	6.31	0.85	0	30
1559	shield	5.62	1.44	3.5	0.73	4.64	1.44	6.06	1.37	1.16	47
1560	ship	6.35	1.26	2.49	0.69	5.46	1.21	6.63	0.64	0.17	100
1561	shirt	6.11	1.27	2.69	0.7	6.28	0.95	6.6	0.64	0	47
1562	shiver	5.84	1.3	3.08	0.8	5.17	1.5	4.69	1.47	0	26
1563	shop	5.76	1.32	2.36	0.75	6.56	0.91	6.26	1	0.17	100
1564	shortage	4.11	1.72	4.14	0.98	5.54	1.13	3.54	1.78	0	8
1565	shoulder	5.95	1.61	2.64	0.82	5.63	1.19	6.4	1.02	0.34	100
1566	shower	5.87	1.45	3.42	0.89	6.04	0.93	6.14	1.12	1.12	41
1567	shriek	5.3	1.52	4.06	1.25	4.2	1.37	4.54	1.59	0	26
1568	shrub	5.62	1.24	3.83	1.24	4.46	1.33	6.2	1.01	0	17
1569	shrug	5.03	1.58	4.08	0.92	4.81	1.48	4.31	1.41	0	15
1570	shutter	5.39	1.48	3.89	0.81	3.98	1.4	5.91	1.36	0.85	10
1571	sickness	4.89	1.74	3.56	1.26	5.03	1.34	4.34	1.51	0	25
1572	siege	4.51	1.76	5.03	1.12	3.45	1.34	4.26	1.63	0	16
1573	sigh	4.46	1.83	3.8	0.85	5.18	1.43	3.85	1.52	0	50
1574	signal	5.19	1.43	3.67	0.94	5.07	1.32	4.8	1.65	0	35
1575	silence	5.19	1.71	3.33	0.78	5.62	1.15	3.69	1.72	0	100
1576	silver	5.95	1.31	3.17	0.93	5.17	1.57	6.2	0.95	0.17	100
1577	similarity	3.22	1.47	4.67	0.78	5.3	1.21	2.71	1.36	0	3
1578	simper	3.35	1.76	5.56	1.14	2.75	1.05	3.34	1.72	0	1
1579	sin	4.57	1.95	4	0.97	4.94	1.44	2.69	1.88	0	50
1580	singer	5.68	1.63	3.14	1.11	5.35	1.13	5.8	1.24	0	20
1581	sink	5.94	1.15	2.19	0.7	6.11	1.27	6.2	1.28	1.24	50
1582	siren	5.84	1.17	3.47	1.21	4.31	1.38	5.63	1.42	0.71	7
1583	situation	3.38	1.71	4.57	0.87	5.85	1.21	3	1.49	0	50
1584	sixpence	6.08	1.34	2.49	0.65	3.96	1.48	6.14	1.44	0	6
1585	sketch	5.11	1.35	4.11	0.84	4.61	1.37	5.6	1.38	0.34	25
1586	skill	3.72	1.73	4.14	0.95	5.49	1.04	3.46	1.56	0	39
1587	skirt	5.92	1.68	2.58	0.98	5.67	1.34	6.29	1.18	0.47	50
1588	skylark	5.54	1.55	3.94	1.22	3.5	1.47	6.49	1.02	0	3
1589	slang	4.11	1.69	4.64	0.89	4.91	1.39	3.51	1.59	0	3
1590	slave	5.41	1.68	3.86	0.89	4.06	1.39	5.46	1.48	0.47	50
1591	sleeve	5.72	1.41	2.72	0.8	5.77	1.23	6.43	0.84	0	26
1592	slice	5.49	1.43	2.92	1.01	5.73	1.09	4.74	1.52	0	30
1593	slime	5.89	1.48	4.08	1.06	3.84	1.25	5.8	1.24	0	4
1594	slit	5.14	1.61	3.64	0.63	4.87	1.5	5.43	1.46	0	7
1595	slough	2.51	1.59	6.03	0.87	2.72	1.13	4.06	1.9	0	2
1596	slumber	5.06	1.65	4.19	0.74	3.67	1.17	3.91	1.68	0	27
1597	smash	5.24	1.73	2.78	0.95	5.36	1.15	4.09	1.71	0.92	12
1598	smile	6.33	0.91	2.08	0.64	6.2	1	5.26	1.46	0	100
1599	smoke	6.41	0.91	2.28	0.69	6.15	1.18	5.83	1.34	0.95	100
1600	smut	4.32	1.83	5.56	1.19	3.3	1.13	4.63	1.61	0	1
1601	snake	6.32	0.96	2.89	0.77	4.57	1.52	6.51	1.02	0	28
1602	sneer	5	1.58	4.67	0.94	3.98	1.44	3.74	1.71	0	12
1603	snort	4.78	1.69	4.33	1.18	4.01	1.39	4.34	1.62	0.92	11
1604	snub	3.54	1.87	5.22	1.11	3.86	1.33	2.71	1.56	0	2
1605	soap	6.11	1.31	2.22	0.71	6.31	1.03	6.4	0.87	0	37
1606	society	4.46	1.95	4.97	0.83	6.01	0.97	3.34	1.72	0	100
1607	sock	6.14	1.32	1.72	0.65	6.12	1.06	6.47	0.92	0.17	12
1608	soil	5.76	1.62	3.47	1.24	4.83	1.42	6.14	1.07	0.65	100
1609	sold	3.97	2.14	3.08	0.68	5.67	1.77	2.89	1.79	0	100
1610	soldier	6.19	1.11	2.75	0.86	5.07	1.13	6.14	1.2	0	100
1611	solemnity	3.43	1.82	5.97	1.12	3.42	1.25	2.51	1.46	0	5
1612	solution	3.97	1.95	5.06	0.97	5.48	1.21	3.94	1.79	0.91	31
1613	somersault	5.68	1.25	3.69	1.08	4.02	1.23	5	1.49	0	2
1614	song	6.11	1.06	2.42	0.76	6.19	0.92	5.34	1.58	0	100
1615	sop	3	1.97	5.36	1.46	2.59	1.26	3.77	2	0	1
1616	soprano	5.41	1.57	5.19	0.97	3.73	1.2	5.17	1.58	0	1
1617	sorrow	4.35	1.76	3.94	0.85	4.86	1.33	2.74	1.68	0	50
1618	sound	4.84	1.57	3	0.67	6.27	0.84	4.69	1.54	0.34	100
1619	southland	2.3	1.66	5.58	1.26	2.3	1.21	3.77	1.9	0	1
1620	space	5.3	1.71	3.19	1.05	5.73	1.21	4	1.76	0.93	100
1621	span	3.87	2.04	4.56	1.09	4.45	1.3	3.97	1.66	1.11	13
1622	spare	3.22	2.03	3.64	0.89	5.52	1.47	3.09	1.76	0.73	50
1623	spasm	4.92	1.95	5.58	1.04	4.22	1.43	4.51	1.3	0	2
1624	specialist	4.54	1.87	5.17	1.01	4.95	1.35	5.06	1.77	0	9
1625	speck	5.17	1.62	3.53	0.87	4.49	1.45	5.18	1.64	0	13
1626	speech	4.54	1.82	3.69	1.05	5.34	1.48	4.66	1.51	1	100
1627	spell	4.35	1.88	2.92	0.86	5.25	1.44	3.8	1.8	1.3	44
1628	sperm	5.54	1.69	5.97	0.76	3.95	1.48	6.09	1.08	0	2
1629	spike	5.78	1.14	3.53	0.96	4.46	1.33	6.17	0.94	0	5
1630	spirit	5.3	1.33	3.89	0.77	5.17	1.28	3.34	2.22	1.46	100
1631	spite	4.11	1.78	4.42	0.95	4.59	1.33	2.51	1.54	0	50
1632	split	4.51	1.8	3.81	0.97	5.14	1.24	4.26	1.61	0.55	26
1633	spoke	5.22	1.6	3.28	0.69	5.14	1.39	6.09	1.18	0.72	100
1634	spoon	6.3	1.01	1.86	0.63	6.45	1.12	6.54	0.8	0	33
1635	spot	5.56	1.48	2.61	0.64	5.86	1.08	5.69	1.33	1.49	100
1636	spree	4.16	1.92	5.31	1	4.04	1.44	3.46	1.29	0	2
1637	sprint	5.32	1.43	4.28	0.93	4.61	1.35	4.2	1.79	0	1
1638	spurt	4.97	1.59	4.06	0.74	4.17	1.25	4.26	1.52	1.21	3
1639	square	6.16	1.35	2.5	0.65	5.91	1.18	5.43	1.63	0.71	100
