ID	NUMBER	CONCEPTICON_ID	CONCEPTICON_GLOSS	ENGLISH	POS	IDS_IN_SOURCE	LINKS	POLYSEMY_CLASS	FREQUENCY_CLASS	DEGREE_CLASS	RELATION_TYPE	FORWARD_SCORES	BACKWARD_SCORES	SCORED_RELATIONS
Lapesa-2014-772-461	461			orchestral	adjective	159:symphonic-orchestral:1	←655	poli1	freqMin	LOW	HYP	3.8	4.333	"{""symphonic-orchestral"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 3.8, ""BACKWARD_SCORE"": 4.333, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-462	462			organic	adjective	21:chemical-organic:1	←101	poli2	freqMax	NOT	SYN	1.0	0.6	"{""chemical-organic"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 1.0, ""BACKWARD_SCORE"": 0.6, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-463	463			organize	verb	298:to-catalogue-to-organize:1 448:to-organize-to-arrange:0 449:to-organize-to-group:0 450:to-organize-to-disorganize:0 518:to-structure-to-organize:1	←91 →42 →303 →198 ←642	poli2 poli1 poli1 poli1 poli1	freqMed freqMax freqMax freqMax freqMax	HIGH HIGH LOW NOT LOW	HYP SYN SYN SYN HYP	4.8 4.3 3.7 0.0 4.2	4.4 4.8 3.8 0.0 4.3	"{""to-catalogue-to-organize"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.8, ""BACKWARD_SCORE"": 4.4, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}, ""to-organize-to-arrange"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.3, ""BACKWARD_SCORE"": 4.8, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}, ""to-organize-to-group"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.7, ""BACKWARD_SCORE"": 3.8, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}, ""to-organize-to-disorganize"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}, ""to-structure-to-organize"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.2, ""BACKWARD_SCORE"": 4.3, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-464	464			organized	adjective	224:unstructured-organized:1	←723	poli3	freqMin	LOW	ANT	4.8	4.7	"{""unstructured-organized"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.8, ""BACKWARD_SCORE"": 4.7, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-465	465			pachyderm	noun	690:elephant-pachyderm:1 691:elephant-pachyderm:1	←218 ←218	poli2 poli2	freqMax freqMax	HIGH NOT	SYN ANT	4.4 0.5	3.9 0.0	"{""elephant-pachyderm"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.5, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-466	466			paid	adjective	52:funded-paid:1	←281	poli1	freqMax	HIGH	HYP	4.308	4.182	"{""funded-paid"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.308, ""BACKWARD_SCORE"": 4.182, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-467	467			painter	noun	614:artist-painter:1	←44	poli1	freqMax	HIGH	SYN	3.3	4.4	"{""artist-painter"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.3, ""BACKWARD_SCORE"": 4.4, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-468	468			pairing	noun	658:coupling-pairing:1	←145	poli3	freqMed	HIGH	SYN	4.6	4.8	"{""coupling-pairing"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.6, ""BACKWARD_SCORE"": 4.8, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-469	469			pamphlet	noun	729:leaflet-pamphlet:1	←390	poli3	freqMax	HIGH	SYN	4.8	4.9	"{""leaflet-pamphlet"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.8, ""BACKWARD_SCORE"": 4.9, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-470	470			paranormal	adjective	100:mystical-paranormal:1	←443	poli2	freqMed	LOW	HYP	4.0	4.0	"{""mystical-paranormal"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.0, ""BACKWARD_SCORE"": 4.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-471	471			pardon	verb	451:to-pardon-to-condemn:0 452:to-pardon-to-discuss:0 453:to-pardon-to-forgive:0 454:to-pardon-to-convict:0 455:to-pardon-to-condemn:0 456:to-pardon-to-excuse:0 457:to-pardon-to-condemn:0 458:to-pardon-to-forgive:0 459:to-pardon-to-forgive:0	→128 →194 →271 →142 →128 →245 →128 →271 →271	poli2 poli2 poli2 poli2 poli2 poli2 poli2 poli2 poli2	freqMin freqMin freqMin freqMin freqMin freqMin freqMin freqMin freqMin	NOT LOW HIGH LOW HIGH LOW NOT NOT HIGH	HYP HYP SYN ANT ANT SYN SYN ANT HYP	0.1 1.4 4.7 4.5 5.0 4.5 0.0 0.0 4.5	0.0 0.9 4.8 4.9 5.0 4.8 0.0 0.2 4.5	"{""to-pardon-to-condemn"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}, ""to-pardon-to-discuss"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 1.4, ""BACKWARD_SCORE"": 0.9, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}, ""to-pardon-to-forgive"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.5, ""BACKWARD_SCORE"": 4.5, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}, ""to-pardon-to-convict"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.5, ""BACKWARD_SCORE"": 4.9, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}, ""to-pardon-to-excuse"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.5, ""BACKWARD_SCORE"": 4.8, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-472	472			pare	verb	547:to-trim-to-pare:1	←677	poli3	freqMed	LOW	SYN	4.0	3.8	"{""to-trim-to-pare"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.0, ""BACKWARD_SCORE"": 3.8, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-473	473			park	verb	460:to-park-to-place:0 461:to-park-to-ride:0 462:to-park-to-drive:0	→487 →559 →210	poli2 poli2 poli2	freqMax freqMax freqMax	NOT LOW HIGH	ANT ANT ANT	0.5 4.6 4.1	0.5 4.6 4.3	"{""to-park-to-place"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.5, ""BACKWARD_SCORE"": 0.5, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}, ""to-park-to-ride"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.6, ""BACKWARD_SCORE"": 4.6, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}, ""to-park-to-drive"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 4.1, ""BACKWARD_SCORE"": 4.3, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-474	474			parody	noun	757:parody-comedy:0 758:parody-act:0 759:parody-documentary:0	→116 →14 →208	poli2 poli2 poli2	freqMed freqMed freqMed	HIGH LOW NOT	HYP HYP HYP	4.6 3.3 0.2	4.1 3.5 1.8	"{""parody-comedy"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.6, ""BACKWARD_SCORE"": 4.1, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}, ""parody-act"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 3.3, ""BACKWARD_SCORE"": 3.5, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}, ""parody-documentary"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 0.2, ""BACKWARD_SCORE"": 1.8, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-475	475			part	verb	513:to-split-to-part:1	←624	poli3	freqMax	LOW	HYP	4.4	3.8	"{""to-split-to-part"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.4, ""BACKWARD_SCORE"": 3.8, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-476	476			partial	adjective	106:partial-small:0 107:partial-whole:0 108:partial-incomplete:0	→609 →756 →347	poli2 poli2 poli2	freqMax freqMax freqMax	LOW NOT HIGH	SYN SYN SYN	1.4 0.0 4.7	1.4 0.0 4.5	"{""partial-small"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 1.4, ""BACKWARD_SCORE"": 1.4, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}, ""partial-whole"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}, ""partial-incomplete"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.7, ""BACKWARD_SCORE"": 4.5, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-477	477			particle	noun	751:neutron-particle:1	←447	poli1	freqMed	HIGH	SYN	3.0	3.4	"{""neutron-particle"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.0, ""BACKWARD_SCORE"": 3.4, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-478	478			parting	noun	785:rendezvous-parting:1 787:rendezvous-parting:1	←544 ←544	poli3 poli3	freqMin freqMin	NOT NOT	SYN HYP	0.0 0.0	0.0 0.6	"{""rendezvous-parting"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.6, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-479	479			pastor	noun	760:pastor-reverend:0 761:pastor-layperson:0 762:pastor-preacher:0	→556 →388 →500	poli1 poli1 poli1	freqMed freqMed freqMed	LOW NOT HIGH	SYN SYN SYN	4.6 0.1 4.5	4.5 0.4 4.6	"{""pastor-reverend"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.6, ""BACKWARD_SCORE"": 4.5, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}, ""pastor-layperson"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.1, ""BACKWARD_SCORE"": 0.4, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}, ""pastor-preacher"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.5, ""BACKWARD_SCORE"": 4.6, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-480	480	718	PAY	pay	verb	287:to-bill-to-pay:1 288:to-bill-to-pay:1 290:to-bill-to-pay:1	←64 ←64 ←64	poli3 poli3 poli3	freqMed freqMed freqMed	HIGH NOT NOT	ANT SYN HYP	4.1 0.2 0.8	2.9 0.1 0.8	"{""to-bill-to-pay"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 0.8, ""BACKWARD_SCORE"": 0.8, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-481	481	979	FARMER	peasant	noun	695:emperor-peasant:1	←222	poli3	freqMed	NOT	HYP	0.0	0.0	"{""emperor-peasant"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-482	482			performance	noun	699:encore-performance:1	←226	poli1	freqMed	HIGH	HYP	4.5	4.1	"{""encore-performance"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.5, ""BACKWARD_SCORE"": 4.1, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-483	483			photographer	noun	633:cameraman-photographer:1 636:cameraman-photographer:1	←83 ←83	poli1 poli1	freqMin freqMin	HIGH NOT	SYN ANT	4.2 0.3	3.4 0.0	"{""cameraman-photographer"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.3, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-484	484			physical	adjective	89:manual-physical:1 135:psychological-physical:1 136:psychological-physical:1 137:psychological-physical:1	←416 ←519 ←519 ←519	poli3 poli1 poli1 poli1	freqMax freqMax freqMax freqMax	NOT NOT HIGH NOT	ANT HYP ANT SYN	0.4 0.077 3.5 0.4	0.5 0.727 2.8 0.5	"{""manual-physical"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.4, ""BACKWARD_SCORE"": 0.5, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}, ""psychological-physical"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.4, ""BACKWARD_SCORE"": 0.5, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-485	485			piano	noun	838:trombone-piano:1 840:trombone-piano:1	←679 ←679	poli1 poli1	freqMed freqMed	NOT NOT	SYN HYP	0.8 0.0	0.1 0.0	"{""trombone-piano"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-486	486			picture	verb	463:to-picture-to-imagine:0 464:to-picture-to-imagine:0 465:to-picture-to-illustrate:0 466:to-picture-to-forget:0 467:to-picture-to-forget:0 468:to-picture-to-see:0	→334 →334 →332 →270 →270 →585	poli2 poli2 poli2 poli2 poli2 poli2	freqMax freqMax freqMax freqMax freqMax freqMax	HIGH HIGH LOW NOT NOT LOW	SYN HYP SYN HYP SYN HYP	4.6 4.6 2.4 0.1 0.0 4.0	4.7 4.6 2.8 0.0 0.0 3.5	"{""to-picture-to-imagine"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.6, ""BACKWARD_SCORE"": 4.6, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}, ""to-picture-to-illustrate"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 2.4, ""BACKWARD_SCORE"": 2.8, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}, ""to-picture-to-forget"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.0, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}, ""to-picture-to-see"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.0, ""BACKWARD_SCORE"": 3.5, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-487	487			place	verb	460:to-park-to-place:1	←473	poli2	freqMax	NOT	ANT	0.5	0.5	"{""to-park-to-place"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.5, ""BACKWARD_SCORE"": 0.5, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-488	488	1597	AIRPLANE	plane	noun	605:aircraft-plane:1	←24	poli1	freqMax	HIGH	SYN	4.8	4.9	"{""aircraft-plane"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 4.8, ""BACKWARD_SCORE"": 4.9, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-489	489			planet	noun	763:planet-star:0 764:planet-moon:0 765:planet-world:0	→627 →434 →764	poli2 poli2 poli2	freqMax freqMax freqMax	LOW HIGH NOT	ANT ANT ANT	1.2 0.8 0.4	1.3 1.3 0.2	"{""planet-star"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 1.2, ""BACKWARD_SCORE"": 1.3, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}, ""planet-moon"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.8, ""BACKWARD_SCORE"": 1.3, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}, ""planet-world"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.4, ""BACKWARD_SCORE"": 0.2, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-490	490			plausible	adjective	118:probable-plausible:1	←508	poli3	freqMax	LOW	SYN	3.4	4.1	"{""probable-plausible"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.4, ""BACKWARD_SCORE"": 4.1, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-491	491	1413	PLAY	play	verb	520:to-strum-to-play:1	←645	poli1	freqMin	HIGH	HYP	4.3	4.1	"{""to-strum-to-play"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.3, ""BACKWARD_SCORE"": 4.1, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""HIGH""}}"
Lapesa-2014-772-492	492			playwright	noun	635:cameraman-playwright:1	←83	poli1	freqMin	LOW	ANT	1.2	1.8	"{""cameraman-playwright"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 1.2, ""BACKWARD_SCORE"": 1.8, ""POLYSEMY_CLASS"": ""poli1"", ""FREQUENCY_CLASS"": ""freqMin"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-493	493	1851	POCKET	pocket	noun	766:pocket-pouch:0 767:pocket-holder:0 768:pocket-give:0	→498 →320 →288	poli3 poli3 poli3	freqMax freqMax freqMax	HIGH LOW NOT	SYN SYN SYN	3.6 2.7 0.1	4.1 2.9 0.0	"{""pocket-pouch"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.6, ""BACKWARD_SCORE"": 4.1, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}, ""pocket-holder"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 2.7, ""BACKWARD_SCORE"": 2.9, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}, ""pocket-give"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 0.1, ""BACKWARD_SCORE"": 0.0, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-494	494			poetic	adjective	109:poetic-prosaic:0 110:poetic-lyrical:0 111:poetic-literal:0 112:poetic-lyrical:0 113:poetic-imaginative:0 114:poetic-prosaic:0	→512 →410 →403 →410 →333 →512	poli2 poli2 poli2 poli2 poli2 poli2	freqMed freqMed freqMed freqMed freqMed freqMed	NOT HIGH LOW NOT LOW HIGH	SYN SYN ANT ANT SYN ANT	2.5 4.0 3.9 0.4 2.3 3.2	1.3 4.3 4.0 0.1 2.5 3.5	"{""poetic-prosaic"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 3.2, ""BACKWARD_SCORE"": 3.5, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}, ""poetic-lyrical"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 0.4, ""BACKWARD_SCORE"": 0.1, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}, ""poetic-literal"": {""RELATION_TYPE"": ""ANT"", ""FORWARD_SCORE"": 3.9, ""BACKWARD_SCORE"": 4.0, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}, ""poetic-imaginative"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 2.3, ""BACKWARD_SCORE"": 2.5, ""POLYSEMY_CLASS"": ""poli2"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-495	495	3659	POLISH (SOMETHING)	polish	verb	469:to-polish-to-rub:0 470:to-polish-to-clean:0 471:to-polish-to-dull:0	→563 →109 →212	poli3 poli3 poli3	freqMed freqMed freqMed	LOW HIGH NOT	HYP HYP HYP	4.6 4.7 0.1	3.8 4.1 0.1	"{""to-polish-to-rub"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.6, ""BACKWARD_SCORE"": 3.8, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}, ""to-polish-to-clean"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 4.7, ""BACKWARD_SCORE"": 4.1, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""HIGH""}, ""to-polish-to-dull"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 0.1, ""BACKWARD_SCORE"": 0.1, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""NOT""}}"
Lapesa-2014-772-496	496	1674	POOR	poor	adjective	220:unsatisfactory-poor:1	←721	poli3	freqMed	LOW	SYN	3.9	4.1	"{""unsatisfactory-poor"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.9, ""BACKWARD_SCORE"": 4.1, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMed"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-497	497			possible	adjective	119:probable-possible:1	←508	poli3	freqMax	LOW	HYP	3.538	4.273	"{""probable-possible"": {""RELATION_TYPE"": ""HYP"", ""FORWARD_SCORE"": 3.538, ""BACKWARD_SCORE"": 4.273, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""LOW""}}"
Lapesa-2014-772-498	498	2951	POUCH	pouch	noun	766:pocket-pouch:1	←493	poli3	freqMax	HIGH	SYN	3.6	4.1	"{""pocket-pouch"": {""RELATION_TYPE"": ""SYN"", ""FORWARD_SCORE"": 3.6, ""BACKWARD_SCORE"": 4.1, ""POLYSEMY_CLASS"": ""poli3"", ""FREQUENCY_CLASS"": ""freqMax"", ""DEGREE_CLASS"": ""HIGH""}}"
